agrp,rsex,ethnicgrpr,sexidr,rnssecgp_6,adj_imd_quintile,rwcasual,snnolov,snpres,snold,snsexdrv,snmedia,snearly,attconservative,dage1ch,disabil2,depscr,religimp,relstatr,total_wt
55-64,Male,White,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Depends/Don't know,Agree strongly,Disagree strongly,Agree,Don't know,Agree,Agree,,20.0,Limiting,No,Not important at all,Divorced/Separated and not in a steady & ongoing relationship in last year,0.8035958254627704
65-74,Female,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,[most deprived],Mostly wrong,Agree,Agree,Agree,Disagree,Agree,Agree,-0.08959727413641377,26.0,None,No,Not important at all,Divorced/Separated and not in a steady & ongoing relationship in last year,0.8319015794344097
25-34,Female,White,Heterosexual/straight,Managerial and prof occupations,2.0,Sometimes wrong,Agree,Agree,Agree,Disagree,Agree strongly,Agree strongly,0.5303862540370543,,None,No,Not important at all,In a steady & ongoing relationship  but not living with a partner in last year,0.4977873437021073
16-24,Male,White,Heterosexual/straight,Semi-routine and routine occupations,[least deprived],Sometimes wrong,Agree,Agree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,-1.4654209286181636,,None,No,Fairly important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.6084599546167694
25-34,Female,Not white,Heterosexual/straight,Semi-routine and routine occupations,2.0,Depends/Don't know,Neither agree or disagree,Disagree,Agree,Agree,Agree,Agree,-0.9277206372707901,21.0,None,No,Not important at all,Married/In a civil partnership and living with spouse/partner,0.5184137529703089
16-24,Female,White,Heterosexual/straight,Intermediate occupations,2.0,Mostly wrong,Disagree,Agree strongly,Don't know,Disagree,Agree,Agree,,,None,No,Not important at all,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.8121938720205134
35-44,Female,Not white,Heterosexual/straight,Managerial and prof occupations,[least deprived],Always wrong,Disagree,Don't know,Agree,Agree,Agree,Agree strongly,,33.0,None,No,Not important at all,Married/In a civil partnership and living with spouse/partner,0.9818159367423805
25-34,Female,White,Heterosexual/straight,Semi-routine and routine occupations,[least deprived],Mostly wrong,Disagree,Agree strongly,Agree,Agree,Agree strongly,Agree,1.361962074373118,,None,No,Fairly important,Living with partner,1.0070773232667767
25-34,Male,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Mostly wrong,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,-0.7592587361846218,,None,No,Not very important,Living with partner,0.7831446106107989
25-34,Female,White,Not heterosexual/straight,Semi-routine and routine occupations,3.0,Not wrong at all,Agree,Agree,Agree,Agree strongly,Disagree,Agree,-0.7742014404159469,21.0,None,Yes,Not important at all,Living with partner,0.43248748097697265
35-44,Female,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Always wrong,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree strongly,0.7249590605410758,32.0,Non-limiting,No,Fairly important,Married/In a civil partnership and living with spouse/partner,0.9818159367423805
16-24,Male,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Rarely wrong,Agree strongly,Agree,Neither agree or disagree,Agree,Agree,Agree,-0.5160340978002927,,None,No,Not important at all,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.8139293946388315
65-74,Male,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Rarely wrong,Agree,Agree,Agree strongly,Agree strongly,Agree strongly,Agree,0.700446659440764,,Non-limiting,,Very important,Married/In a civil partnership and living with spouse/partner,2.6219455113218015
16-24,Female,White,Heterosexual/straight,Managerial and prof occupations,4.0,Always wrong,Agree,Agree,Neither agree or disagree,Disagree,Agree,Agree,-0.1303156320130477,20.0,Non-limiting,No,Not very important,Married/In a civil partnership and living with spouse/partner,0.5759040344679933
16-24,Female,White,Heterosexual/straight,Managerial and prof occupations,[most deprived],Always wrong,Disagree strongly,Agree,Neither agree or disagree,Agree,Agree strongly,Agree strongly,1.7709509153590801,20.0,None,No,Fairly important,Living with partner,0.5759040344679933
25-34,Male,White,Heterosexual/straight,Semi-routine and routine occupations,[least deprived],Sometimes wrong,Agree,Agree strongly,Disagree,Disagree,Neither agree or disagree,Agree strongly,-0.39795350313894223,,None,No,Not important at all,Living with partner,0.48556631676620743
55-64,Female,White,Heterosexual/straight,Intermediate occupations,[least deprived],Sometimes wrong,Neither agree or disagree,Disagree,Agree,Agree,Neither agree or disagree,Agree strongly,-0.027284017733180843,28.0,None,No,Not important at all,Married/In a civil partnership and living with spouse/partner,1.406824088341218
16-24,Male,White,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Sometimes wrong,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,-0.6489765441563754,,Non-limiting,No,Not important at all,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.3814461993392012
35-44,Male,White,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Always wrong,Disagree,Disagree strongly,Agree,Agree strongly,Agree strongly,Agree strongly,1.2518853476656395,33.0,None,No,Not important at all,Living with partner,2.431123524681708
35-44,Male,White,Heterosexual/straight,Managerial and prof occupations,4.0,Sometimes wrong,Agree,Agree strongly,Neither agree or disagree,Neither agree or disagree,Agree,Agree,-0.061949843599027395,35.0,Non-limiting,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.6234347268816998
16-24,Female,White,Heterosexual/straight,Intermediate occupations,[least deprived],Sometimes wrong,Disagree,Agree,Agree strongly,Agree strongly,Agree strongly,Agree,1.365346549294963,,None,No,Not very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.408320112721598
16-24,Female,White,Heterosexual/straight,Semi-routine and routine occupations,4.0,Sometimes wrong,Neither agree or disagree,Agree,Disagree,Agree strongly,Neither agree or disagree,Agree,-0.2419126253273019,21.0,Limiting,No,Not important at all,Living with partner,0.30806205165692746
45-54,Male,White,Heterosexual/straight,Small employers and own account workers,3.0,Mostly wrong,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,-0.27105648100223456,28.0,Non-limiting,No,Not important at all,Married/In a civil partnership and living with spouse/partner,3.202782748947186
25-34,Male,White,Heterosexual/straight,Small employers and own account workers,[most deprived],Always wrong,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,-0.7080843771723355,25.0,Non-limiting,No,Not important at all,Living with partner,0.7674321205202126
25-34,Female,White,Heterosexual/straight,Lower supervisory and technical occupations,4.0,Not wrong at all,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree strongly,-0.1309035568797589,,Limiting,No,Not very important,Living with partner,0.571701510172916
55-64,Male,White,Heterosexual/straight,Managerial and prof occupations,2.0,Always wrong,Disagree strongly,Agree strongly,Neither agree or disagree,Agree,Agree strongly,Neither agree or disagree,1.1463848665261753,36.0,Non-limiting,No,Very important,Married/In a civil partnership and living with spouse/partner,2.12113776871233
55-64,Male,White,Heterosexual/straight,Lower supervisory and technical occupations,2.0,Sometimes wrong,Agree,Neither agree or disagree,Disagree,Agree strongly,Neither agree or disagree,Agree strongly,-0.2885044636801512,,None,Yes,Fairly important,Living with partner,1.4858640272615122
45-54,Female,White,Heterosexual/straight,Intermediate occupations,[least deprived],Always wrong,Disagree,Agree,Agree,Agree,Agree strongly,Agree,1.3091122386887135,32.0,None,No,Very important,Married/In a civil partnership and living with spouse/partner,1.0167001141253167
25-34,Female,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Mostly wrong,Agree,Agree strongly,Agree,Neither agree or disagree,Agree,Agree,0.3159702195551135,,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,0.7756439744276301
25-34,Female,White,Heterosexual/straight,Managerial and prof occupations,2.0,Mostly wrong,Agree,Agree,Agree,Disagree,Agree,Agree,-0.08959727413641377,,None,No,Not important at all,Previously lived with partner  as a non-married couple but not now in a steady & ongoing relationship in last year,0.38782198721381506
45-54,Male,White,Not heterosexual/straight,Small employers and own account workers,4.0,Not wrong at all,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,-0.9517178888888038,,Limiting,No,Fairly important,Living with partner,1.8175191554717012
55-64,Female,White,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Mostly wrong,Disagree,Agree,Agree,Agree,Agree,Agree,0.7749353738157699,,None,No,Very important,Divorced/Separated and not in a steady & ongoing relationship in last year,2.040923300336209
25-34,Male,Not white,Heterosexual/straight,Managerial and prof occupations,[most deprived],Mostly wrong,Agree,Agree strongly,Neither agree or disagree,Neither agree or disagree,Agree strongly,Agree strongly,0.8952353898519476,,None,No,Very important,Married/In a civil partnership and living with spouse/partner,1.121051534289387
35-44,Female,White,Heterosexual/straight,Small employers and own account workers,4.0,Sometimes wrong,Agree strongly,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,-0.7452392085925525,37.0,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,1.9990456398742675
25-34,Male,Not white,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Not wrong at all,Agree,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,-1.1702950548022515,,None,No,Not important at all,In a steady & ongoing relationship  but not living with a partner in last year,0.5997985480319736
55-64,Male,White,Heterosexual/straight,Small employers and own account workers,4.0,Always wrong,Neither agree or disagree,Agree,Agree,Agree,Agree strongly,Agree strongly,1.4839710886590223,29.0,Limiting,No,Very important,Married/In a civil partnership and living with spouse/partner,2.946533372634857
55-64,Female,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Always wrong,Disagree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,-0.8533708744483692,32.0,Non-limiting,No,Not very important,Divorced/Separated and not in a steady & ongoing relationship in last year,0.6828188058342917
45-54,Male,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Mostly wrong,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree strongly,Agree,0.49892585155848057,,None,No,Not important at all,Married/In a civil partnership and living with spouse/partner,2.135188499298124
65-74,Female,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,3.0,Always wrong,Neither agree or disagree,Agree strongly,Neither agree or disagree,Neither agree or disagree,Agree strongly,Agree strongly,1.3119857610984238,,Limiting,,Very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.8645567250638727
45-54,Female,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Always wrong,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,0.08050000363988605,28.0,Limiting,No,Very important,In a steady & ongoing relationship  but not living with a partner in last year,0.688175480201421
25-34,Male,White,Heterosexual/straight,Student in full-time education,[most deprived],Not wrong at all,Agree,Agree,Disagree,Disagree,Agree,Agree,-1.014038253083449,24.0,None,No,Not important at all,Living with partner,0.9739366788652595
